Form,englishPOS,Pron.ID,Freq,Lemma.ID,Number.Of.Pronunciations,Status.Of.Pronunciation,phon,Syllable.Structure,CELEX.Syllables,Number.Of.Syllables,SUBTFreq,language
farce,noun,31528,71,16136,1,P,f#s,[CVVC],[fA:s],1,1.75,English
kitten,noun,47956,71,24903,1,P,kI-tH,[CV][CS],"[kI][tn,]",2,4.73,English
lordship,noun,51449,71,26669,1,P,l$d-SIp,[CVVC][CVC],[lO:d][SIp],2,3.24,English
playwright,noun,65108,71,34225,1,P,pl1-r2t,[CCVV][CVVC],[pleI][raIt],2,1.41,English
ruled,verb,75807,71,39553,1,P,ruld,[CVVCC],[ru:ld],1,5.51,English
shotgun,noun,80137,71,41815,1,P,SQt-gVn,[CVC][CVC],[SOt][gVn],2,10.04,English
starter,noun,85361,71,44365,1,P,st#-t@R,[CCVV][CVC],[stA:][t@r*],2,2.73,English
tortoise,noun,92070,71,47797,1,P,t$-t@s,[CVV][CVC],[tO:][t@s],2,1.12,English
troop,noun,93344,71,48414,1,P,trup,[CCVVC],[tru:p],1,5.8,English
vase,noun,95937,71,49957,1,P,v#z,[CVVC],[vA:z],1,3.84,English
antiques,noun,2882,70,1659,1,P,{n-tiks,[VC][CVVCC],[&n][ti:ks],2,2.69,English
asthma,noun,4046,70,2320,1,P,{s-m@,[VC][CV],[&s][m@],2,3.86,English
auntie,noun,4394,70,2523,1,P,#n-tI,[VVC][CV],[A:n][tI],2,7.86,English
cartoon,noun,12585,70,6503,1,P,k#-tun,[CVV][CVVC],[kA:][tu:n],2,3.76,English
fridge,noun,35270,70,18019,1,P,frI_,[CCVC],[frIdZ],1,9.84,English
pacing,verb,61014,70,32019,1,P,p1-sIN,[CVV][CVC],[peI][sIN],2,1.25,English
parked,verb,61810,70,32450,1,P,p#kt,[CVVCC],[pA:kt],1,10.45,English
tech,noun,89725,70,46539,1,P,tEk,[CVC],[tEk],1,6.39,English
walnut,noun,97307,70,50698,2,P,w$l-nVt,[CVVC][CVC],[wO:l][nVt],2,1.96,English
gravy,noun,38462,69,19599,1,P,gr1-vI,[CCVV][CV],[greI][vI],2,5.27,English
landed,verb,48644,69,25215,1,P,l{n-dId,[CVC][CVC],[l&n][dId],2,12.8,English
measured,verb,53528,69,27835,1,P,mE-Z@d,[CV][CVC],[mE][Z@d],2,2.82,English
mole,noun,55474,69,28871,1,P,m5l,[CVVC],[m@Ul],1,8.06,English
pulp,noun,69225,69,36396,1,P,pVlp,[CVCC],[pVlp],1,1.82,English
screwing,verb,77737,69,40519,2,P,skru-IN,[CCCVV][VC],[skru:][IN],2,9.88,English
tonic,noun,91813,69,47675,1,P,tQ-nIk,[CV][CVC],[tO][nIk],2,3.82,English
bearer,noun,6059,68,3401,1,P,b8-r@R,[CVV][CVC],[bE@][r@r*],2,1.8,English
consult,verb,18134,68,9345,1,P,k@n-sVlt,[CVC][CVCC],[k@n][sVlt],2,5.59,English
fig,noun,32370,68,16573,1,P,fIg,[CVC],[fIg],1,1.22,English
frau,noun,34966,68,17848,1,P,fr6,[CCVV],[fraU],1,1.63,English
graveyard,noun,38445,68,19590,1,P,gr1v-j#d,[CCVVC][CVVC],[greIv][jA:d],2,5.33,English
greeted,verb,38561,68,19662,1,P,gri-tId,[CCVV][CVC],[gri:][tId],2,1.2,English
groaning,verb,38733,68,19745,1,P,gr5-nIN,[CCVV][CVC],[gr@U][nIN],2,3.69,English
mantle,noun,52731,68,27389,1,P,m{n-tP,[CVC][CS],"[m&n][tl,]",2,2.16,English
mister,noun,55164,68,28709,1,P,mI-st@R,[CV][CCVC],[mI][st@r*],2,45.61,English
poking,verb,65667,68,34494,1,P,p5-kIN,[CVV][CVC],[p@U][kIN],2,3.75,English
props,noun,68508,68,35927,1,P,prQps,[CCVCC],[prOps],1,2.98,English
stadium,noun,84991,68,44185,2,P,st1-dj@m,[CCVV][CCVC],[steI][dj@m],2,6.12,English
swarming,verb,88240,68,45803,1,P,sw$-mIN,[CCVV][CVC],[swO:][mIN],2,1.04,English
addressed,verb,807,67,442,1,P,@-drEst,[V][CCVCC],[@][drEst],2,3.8,English
banquet,noun,5414,67,3071,1,P,b{N-kwIt,[CVC][CCVC],[b&N][kwIt],2,5.16,English
blazer,noun,7731,67,4219,1,P,bl1-z@R,[CCVV][CVC],[bleI][z@r*],2,1.22,English
boiler,noun,8499,67,4579,1,P,b4-l@R,[CVV][CVC],[bOI][l@r*],2,2.82,English
bun,noun,10756,67,5635,1,P,bVn,[CVC],[bVn],1,2.88,English
dye,noun,27503,67,13991,1,P,d2,[CVV],[daI],1,3.86,English
folder,noun,33963,67,17337,1,P,f5l-d@R,[CVVC][CVC],[f@Ul][d@r*],2,1.63,English
gospel,noun,38024,67,19394,2,P,gQ-spP,[CV][CCS],"[gO][spl,]",2,3.14,English
grabbed,verb,38174,67,19442,1,P,gr{bd,[CCVCC],[gr&bd],1,13.33,English
havoc,noun,40455,67,20613,1,P,h{-v@k,[CV][CVC],[h&][v@k],2,1.35,English
leaking,verb,49343,67,25578,1,P,li-kIN,[CVV][CVC],[li:][kIN],2,3.61,English
pouch,noun,66550,67,34976,1,P,p6J,[CVVC],[paUtS],1,1.71,English
robot,noun,74917,67,39119,4,P,r5-bQt,[CVV][CVC],[r@U][bOt],2,12.18,English
salon,noun,76502,67,39906,2,P,s{-l~n,[CV][CVVC],[s&][lO~:n],2,4.59,English
shutters,noun,80429,67,41929,1,P,SV-t@z,[CV][CVC],[SV][t@z],2,1.53,English
soccer,noun,82918,67,43122,1,P,sQ-k@R,[CV][CVC],[sO][k@r*],2,12.55,English
abyss,noun,341,66,188,1,P,@-bIs,[V][CVC],[@][bIs],2,1.76,English
canoe,noun,12017,66,6213,1,P,k@-nu,[CV][CVV],[k@][nu:],2,3.57,English
cider,noun,14634,66,7554,1,P,s2-d@R,[CVV][CVC],[saI][d@r*],2,1.9,English
dime,noun,24221,66,12413,1,P,d2m,[CVVC],[daIm],1,12.06,English
esteem,noun,29847,66,15213,2,P,I-stim,[V][CCVVC],[I][sti:m],2,1.69,English
finals,noun,32579,66,16662,1,P,f2-nPz,[CVV][CSC],"[faI][nl,z]",2,6.67,English
gadgets,noun,36010,66,18403,1,P,g{-_Its,[CV][CVCC],[g&][dZIts],2,1.39,English
moors,noun,55813,66,29051,2,P,m$z,[CVVC],[mO:z],1,1.12,English
nickname,noun,57769,66,30160,1,P,nIk-n1m,[CVC][CVVC],[nIk][neIm],2,6.78,English
seams,noun,78059,66,40667,1,P,simz,[CVVCC],[si:mz],1,1.33,English
senor,noun,78757,66,41104,1,P,sE-nj$R,[CV][CCVVC],[sE][njO:r*],2,5.78,English
trapped,verb,92799,66,48146,1,P,tr{pt,[CCVCC],[tr&pt],1,20.2,English
aliens,noun,1802,65,1021,2,P,1-lj@nz,[VV][CCVCC],[eI][lj@nz],2,9.63,English
borrow,verb,8969,65,4803,1,P,bQ-r5,[CV][CVV],[bO][r@U],2,29.31,English
bracelet,noun,9317,65,4976,2,P,br1s-lIt,[CCVVC][CVC],[breIs][lIt],2,7.8,English
buffet,noun,10484,65,5513,1,P,bU-f1,[CV][CVV],[bU][feI],2,4.43,English
dope,noun,26093,65,13332,1,P,d5p,[CVVC],[d@Up],1,16.08,English
expand,verb,30551,65,15611,2,P,Ik-sp{nd,[VC][CCVCC],[Ik][sp&nd],2,3.49,English
extras,noun,30930,65,15793,1,P,Ek-str@z,[VC][CCCVC],[Ek][str@z],2,2.06,English
flaw,noun,33264,65,17019,1,P,fl$,[CCVV],[flO:],1,3.04,English
glee,noun,37318,65,19055,1,P,gli,[CCVV],[gli:],1,1.14,English
influenced,verb,44876,65,23222,2,P,In-fl9nst,[VC][CCVVCCC],[In][flU@nst],2,2.1,English
invest,verb,46138,65,23919,1,P,In-vEst,[VC][CVCC],[In][vEst],2,4.73,English
knob,noun,48073,65,24959,1,P,nQb,[CVC],[nOb],1,2.45,English
seized,verb,78473,65,40901,1,P,sizd,[CVVCC],[si:zd],1,2.53,English
setback,noun,79049,65,41278,1,P,sEt-b{k,[CVC][CVC],[sEt][b&k],2,1.53,English
telly,noun,89945,65,46650,1,P,tE-lI,[CV][CV],[tE][lI],2,3.18,English
thugs,noun,90990,65,47249,1,P,TVgz,[CVCC],[TVgz],1,3.39,English
vines,noun,96543,65,50299,1,P,v2nz,[CVVCC],[vaInz],1,1.57,English
whim,noun,98656,65,51417,2,P,wIm,[CVC],[wIm],1,2.33,English
willow,noun,99098,65,51668,1,P,wI-l5,[CV][CVV],[wI][l@U],2,6.24,English
bourbon,noun,9133,64,4885,4,P,b3-b@n,[CVV][CVC],[b3:][b@n],2,6.25,English
compete,verb,17004,64,8757,1,P,k@m-pit,[CVC][CVVC],[k@m][pi:t],2,8.47,English
mileage,noun,54428,64,28351,1,P,m2-lI_,[CVV][CVC],[maI][lIdZ],2,1.98,English
oyster,noun,60967,64,32004,1,P,4-st@R,[VV][CCVC],[OI][st@r*],2,3.06,English
pastor,noun,62198,64,32652,1,P,p#-st@R,[CVV][CCVC],[pA:][st@r*],2,4.29,English
pianist,noun,63980,64,33660,3,P,p7-nIst,[CVV][CVCC],[pI@][nIst],2,1.69,English
pipeline,noun,64507,64,33926,1,P,p2p-l2n,[CVVC][CVVC],[paIp][laIn],2,2.24,English
sip,noun,81063,64,42260,1,P,sIp,[CVC],[sIp],1,5.1,English
strolling,verb,86715,64,45022,1,P,str5-lIN,[CCCVV][CVC],[str@U][lIN],2,1.24,English
trio,noun,93229,64,48356,2,P,tri-5,[CCVV][VV],[tri:][@U],2,1.29,English
volts,noun,96861,64,50487,2,P,v5lts,[CVVCCC],[v@Ults],1,1.25,English
ads,noun,1016,63,405,1,P,{dz,[VCC],[&dz],1,5.06,English
depot,noun,23204,63,11909,1,P,dE-p5,[CV][CVV],[dE][p@U],2,2.94,English
galley,noun,36101,63,18449,1,P,g{-lI,[CV][CV],[g&][lI],2,1.61,English
gills,noun,37067,63,18932,1,P,gIlz,[CVCC],[gIlz],1,1.2,English
governess,noun,38148,63,19428,2,P,gVv-nIs,[CVC][CVC],[gVv][nIs],2,1.06,English
homeland,noun,41947,63,21432,1,P,h5m-l{nd,[CVVC][CVCC],[h@Um][l&nd],2,4.78,English
lava,noun,49061,63,25453,1,P,l#-v@,[CVV][CV],[lA:][v@],2,3.45,English
listed,verb,50607,63,26259,1,P,lI-stId,[CV][CCVC],[lI][stId],2,5.57,English
roller,noun,75034,63,39179,1,P,r5-l@R,[CVV][CVC],[r@U][l@r*],2,5.75,English
spoiling,verb,84353,63,43894,1,P,sp4-lIN,[CCVV][CVC],[spOI][lIN],2,1.57,English
squire,noun,84905,63,44145,1,P,skw2-@R,[CCCVV][VC],[skwaI][@r*],2,3.08,English
squirrel,noun,84919,63,44150,2,P,skI-r@l,[CCV][CVC],[skI][r@l],2,5.47,English
suited,verb,87489,63,45401,2,P,su-tId,[CVV][CVC],[su:][tId],2,2.98,English
tights,noun,91233,63,47368,1,P,t2ts,[CVVCC],[taIts],1,2.65,English
auto,noun,4480,62,2577,1,P,$-t5,[VV][CVV],[O:][t@U],2,7.67,English
bumping,verb,10733,62,5621,1,P,bVm-pIN,[CVC][CVC],[bVm][pIN],2,1.84,English
composed,verb,17107,62,8817,1,P,k@m-p5zd,[CVC][CVVCC],[k@m][p@Uzd],2,1.9,English
cone,noun,17478,62,9010,1,P,k5n,[CVVC],[k@Un],1,2.92,English
groin,noun,38749,62,19754,1,P,gr4n,[CCVVC],[grOIn],1,1.8,English
loch,noun,50945,62,26430,2,P,lQk,[CVC],[lOk],1,1.73,English
ozone,noun,60978,62,32010,2,P,5-z5n,[VV][CVVC],[@U][z@Un],2,2.14,English
polo,noun,65851,62,34598,1,P,p5-l5,[CVV][CVV],[p@U][l@U],2,3.49,English
transferred,verb,92619,62,48061,2,P,tr{ns-f3d,[CCVCC][CVVC],[tr&ns][f3:d],2,11.75,English
transformed,verb,92638,62,48069,2,P,tr{ns-f$md,[CCVCC][CVVCC],[tr&ns][fO:md],2,1.98,English
assure,verb,4028,61,2311,2,P,@-S$R,[V][CVVC],[@][SO:r*],2,20.02,English
broker,noun,10141,61,5359,1,P,br5-k@R,[CCVV][CVC],[br@U][k@r*],2,3.63,English
cuff,noun,20877,61,10723,1,P,kVf,[CVC],[kVf],1,5.71,English
feedback,noun,31913,61,16340,1,P,fid-b{k,[CVVC][CVC],[fi:d][b&k],2,2.75,English
fetch,verb,32159,61,16452,1,P,fEJ,[CVC],[fEtS],1,10.96,English
freezer,noun,35133,61,17947,1,P,fri-z@R,[CCVV][CVC],[fri:][z@r*],2,5.16,English
hooves,noun,42178,61,21533,1,P,huvz,[CVVCC],[hu:vz],1,1.29,English
horseback,noun,42281,61,21623,1,P,h$s-b{k,[CVVC][CVC],[hO:s][b&k],2,1.86,English
insured,verb,45513,61,23596,2,P,In-S$d,[VC][CVVC],[In][SO:d],2,2.47,English
lined,verb,50436,61,26161,1,P,l2nd,[CVVCC],[laInd],1,6.47,English
maggots,noun,52118,61,27034,1,P,m{-g@ts,[CV][CVCC],[m&][g@ts],2,2.08,English
navel,noun,57218,61,29823,1,P,n1-vP,[CVV][CS],"[neI][vl,]",2,1.24,English
plaza,noun,65110,61,34226,2,P,pl#-z@,[CCVV][CV],[plA:][z@],2,5.9,English
react,verb,71229,61,37397,2,P,rI-{kt,[CV][VCC],[rI][&kt],2,7.55,English
trainer,noun,92510,61,48009,1,P,tr1-n@R,[CCVV][CVC],[treI][n@r*],2,5.57,English
vogue,noun,96813,61,50464,1,P,v5g,[CVVC],[v@Ug],1,2.33,English
bugging,verb,10530,60,5519,1,P,bV-gIN,[CV][CVC],[bV][gIN],2,4.59,English
caller,noun,11597,60,6024,1,P,k$-l@R,[CVV][CVC],[kO:][l@r*],2,4.35,English
displayed,verb,25199,60,12872,1,P,dI-spl1d,[CV][CCCVVC],[dI][spleId],2,1.47,English
glitter,noun,37379,60,19082,1,P,glI-t@R,[CCV][CVC],[glI][t@r*],2,2.04,English
hugging,verb,42669,60,21840,1,P,hV-gIN,[CV][CVC],[hV][gIN],2,2.86,English
kin,noun,47822,60,24825,1,P,kIn,[CVC],[kIn],1,4.27,English
learner,noun,49408,60,25604,1,P,l3-n@R,[CVV][CVC],[l3:][n@r*],2,1.2,English
scripture,noun,77786,60,40543,1,P,skrIp-J@R,[CCCVC][CVC],[skrIp][tS@r*],2,1.35,English
seizure,noun,78488,60,40905,1,P,si-Z@R,[CVV][CVC],[si:][Z@r*],2,3.73,English
signor,noun,80753,60,42089,1,P,si-nj$R,[CVV][CCVVC],[si:][njO:r*],2,4,English
statute,noun,85468,60,44426,2,P,st{-tjut,[CCV][CCVVC],[st&][tju:t],2,1.9,English
swallowed,verb,88184,60,45780,1,P,swQ-l5d,[CCV][CVVC],[swO][l@Ud],2,6.71,English
sweetheart,noun,88369,60,45862,1,P,swit-h#t,[CCVVC][CVVC],[swi:t][hA:t],2,64.16,English
truce,noun,93434,60,48462,1,P,trus,[CCVVC],[tru:s],1,4.31,English
bombers,noun,8608,59,4630,1,P,bQ-m@z,[CV][CVC],[bO][m@z],2,3.14,English
cockpit,noun,15884,59,8168,1,P,kQk-pIt,[CVC][CVC],[kOk][pIt],2,3.22,English
cruising,verb,20690,59,10628,1,P,kru-zIN,[CCVV][CVC],[kru:][zIN],2,2.78,English
deadline,noun,21881,59,11273,1,P,dEd-l2n,[CVC][CVVC],[dEd][laIn],2,5.86,English
gulls,noun,39163,59,19954,1,P,gVlz,[CVCC],[gVlz],1,1.04,English
loser,noun,51461,59,26678,1,P,lu-z@R,[CVV][CVC],[lu:][z@r*],2,27.08,English
nearing,verb,57277,59,29852,1,P,n7-rIN,[CVV][CVC],[nI@][rIN],2,1.02,English
shreds,noun,80285,59,41870,1,P,SrEdz,[CCVCC],[SrEdz],1,1.75,English
trough,noun,93403,59,48445,1,P,trQf,[CCVC],[trOf],1,1.41,English
wed,verb,98058,59,51072,4,P,wEnz-dI,[CVCC][CV],[wEnz][dI],2,2.45,English
balloon,noun,5178,58,2961,1,P,b@-lun,[CV][CVVC],[b@][lu:n],2,8.67,English
booze,noun,8874,58,4763,1,P,buz,[CVVC],[bu:z],1,10.94,English
dealings,noun,21926,58,11299,1,P,di-lINz,[CVV][CVCC],[di:][lINz],2,1.82,English
duel,noun,27224,58,13854,4,P,dju-@l,[CCVV][VC],[dju:][@l],2,2.35,English
errand,noun,29695,58,15132,2,P,E-r@nd,[V][CVCC],[E][r@nd],2,4,English
hose,noun,42347,58,21660,1,P,h5z,[CVVC],[h@Uz],1,8.06,English
mystique,noun,56888,58,29627,1,P,mI-stik,[CV][CCVVC],[mI][sti:k],2,3.51,English
paws,noun,62459,58,32782,1,P,p$z,[CVVC],[pO:z],1,2.49,English
preacher,noun,66798,58,35097,1,P,pri-J@R,[CCVV][CVC],[pri:][tS@r*],2,6.71,English
serpent,noun,78969,58,41231,2,P,s3-p@nt,[CVV][CVCC],[s3:][p@nt],2,1.94,English
sewn,verb,79208,58,41337,1,P,s5n,[CVVC],[s@Un],1,1.29,English
snack,noun,82451,58,42915,1,P,sn{k,[CCVC],[sn&k],1,9.14,English
spasm,noun,83772,58,43608,2,P,sp{-z@m,[CCV][CVC],[sp&][z@m],2,1.1,English
standpoint,noun,85257,58,44316,3,P,st{nd-p4nt,[CCVCC][CVVCC],[st&nd][pOInt],2,1.33,English
suede,noun,87399,58,45357,1,P,sw1d,[CCVVC],[sweId],1,1.8,English
torso,noun,92065,58,47794,1,P,t$-s5,[CVV][CVV],[tO:][s@U],2,1.84,English
tract,noun,92380,58,47944,1,P,tr{kt,[CCVCC],[tr&kt],1,1.43,English
wrinkles,noun,100059,58,52146,1,P,rIN-kPz,[CVC][CSC],"[rIN][kl,z]",2,2.02,English
confess,verb,17520,57,9027,1,P,k@n-fEs,[CVC][CVC],[k@n][fEs],2,15.84,English
engage,verb,29030,57,14803,3,P,In-g1_,[VC][CVVC],[In][geIdZ],2,6.16,English
flushing,verb,33761,57,17236,1,P,flV-SIN,[CCV][CVC],[flV][SIN],2,1.47,English
mammy,noun,52517,57,27269,1,P,m{-mI,[CV][CV],[m&][mI],2,2.33,English
peaches,noun,62553,57,32843,1,P,pi-JIz,[CVV][CVC],[pi:][tSIz],2,4.08,English
raft,noun,70570,57,37085,1,P,r#ft,[CVVCC],[rA:ft],1,4.71,English
resolved,verb,73599,57,38469,2,P,rI-zQlvd,[CV][CVCCC],[rI][zOlvd],2,3.43,English
ale,noun,1746,56,990,1,P,1l,[VVC],[eIl],1,3.96,English
bruises,noun,10291,56,5418,1,P,bru-zIz,[CCVV][CVC],[bru:][zIz],2,5.27,English
conceal,verb,17223,56,8881,1,P,k@n-sil,[CVC][CVVC],[k@n][si:l],2,2.53,English
crates,noun,19962,56,10275,1,P,kr1ts,[CCVVCC],[kreIts],1,1.86,English
footprints,noun,34187,56,17441,1,P,fUt-prInts,[CVC][CCVCCC],[fUt][prInts],2,3.69,English
knickers,noun,48032,56,24941,1,P,nI-k@z,[CV][CVC],[nI][k@z],2,1.27,English
lagoon,noun,48480,56,25159,1,P,l@-gun,[CV][CVVC],[l@][gu:n],2,1.59,English
mackerel,noun,52034,56,26994,2,P,m{-kr@l,[CV][CCVC],[m&][kr@l],2,2.12,English
martyr,noun,53049,56,27558,1,P,m#-t@R,[CVV][CVC],[mA:][t@r*],2,2.59,English
piston,noun,64607,56,33971,1,P,pI-st@n,[CV][CCVC],[pI][st@n],2,1.18,English
plums,noun,65416,56,34338,1,P,plVmz,[CCVCC],[plVmz],1,1.04,English
quart,noun,70042,56,36798,1,P,kw$t,[CCVVC],[kwO:t],1,2.08,English
quid,noun,70242,56,36901,1,P,kwId,[CCVC],[kwId],1,3.16,English
soaking,verb,82859,56,43092,1,P,s5-kIN,[CVV][CVC],[s@U][kIN],2,2.75,English
sponsors,noun,84411,56,43916,1,P,spQn-s@z,[CCVC][CVC],[spOn][s@z],2,1.9,English
tracing,verb,92358,56,47926,1,P,tr1-sIN,[CCVV][CVC],[treI][sIN],2,1.69,English
trailer,noun,92494,56,48002,1,P,tr1-l@R,[CCVV][CVC],[treI][l@r*],2,11.35,English
alpha,noun,2028,55,1157,1,P,{l-f@,[VC][CV],[&l][f@],2,8.12,English
capsule,noun,12198,55,6305,1,P,k{p-sjul,[CVC][CCVVC],[k&p][sju:l],2,2.55,English
captured,verb,12228,55,6321,1,P,k{p-J@d,[CVC][CVC],[k&p][tS@d],2,12.12,English
collapsed,verb,16191,55,8341,1,P,k@-l{pst,[CV][CVCCC],[k@][l&pst],2,5.67,English
convey,verb,18543,55,9572,1,P,k@n-v1,[CVC][CVV],[k@n][veI],2,2.67,English
declined,verb,22260,55,11453,1,P,dI-kl2nd,[CV][CCVVCC],[dI][klaInd],2,1.57,English
explore,verb,30714,55,15694,2,P,Ik-spl$R,[VC][CCCVVC],[Ik][splO:r*],2,6.22,English
ore,noun,59819,55,31449,1,P,$R,[VVC],[O:r*],1,1.65,English
roadside,noun,74846,55,39083,1,P,r5d-s2d,[CVVC][CVVC],[r@Ud][saId],2,1.02,English
rump,noun,75869,55,39582,1,P,rVmp,[CVCC],[rVmp],1,1.41,English
sodium,noun,82986,55,43166,2,P,s5-d7m,[CVV][CVVC],[s@U][dI@m],2,2.47,English
vaccine,noun,95693,55,49825,2,P,v{k-sin,[CVC][CVVC],[v&k][si:n],2,1.92,English
wandered,verb,97326,55,50707,1,P,wQn-d@d,[CVC][CVC],[wOn][d@d],2,3.45,English
chum,noun,14565,54,7521,1,P,JVm,[CVC],[tSVm],1,3.06,English
compelled,verb,16978,54,8745,1,P,k@m-pEld,[CVC][CVCC],[k@m][pEld],2,2.71,English
crowding,verb,20607,54,10589,1,P,kr6-dIN,[CCVV][CVC],[kraU][dIN],2,1.12,English
custard,noun,21185,54,10884,1,P,kV-st@d,[CV][CCVC],[kV][st@d],2,1.25,English
debut,noun,22077,54,11365,8,P,d1-bju,[CVV][CCVV],[deI][bju:],2,2.59,English
decor,noun,22314,54,11473,3,P,d1-k$R,[CVV][CVVC],[deI][kO:r*],2,1.02,English
exploit,verb,30702,54,15688,2,P,Ik-spl4t,[VC][CCCVVC],[Ik][splOIt],2,2.45,English
flair,noun,33095,54,16937,1,P,fl8R,[CCVVC],[flE@r*],1,2.27,English
kite,noun,47940,54,24896,1,P,k2t,[CVVC],[kaIt],1,2.29,English
mats,noun,53327,54,27658,1,P,m{ts,[CVCC],[m&ts],1,1.2,English
mu,noun,56368,54,29347,1,P,mju,[CCVV],[mju:],1,2.53,English
nightfall,noun,57824,54,30191,1,P,n2t-f$l,[CVVC][CVVC],[naIt][fO:l],2,2.31,English
questioned,verb,70168,54,36861,4,P,kwEs-J@nd,[CCVC][CVCC],[kwEs][tS@nd],2,5.75,English
resigned,verb,73557,54,38445,2,P,rI-z2nd,[CV][CVVCC],[rI][zaInd],2,2.78,English
risking,verb,74756,54,39033,1,P,rI-skIN,[CV][CCVC],[rI][skIN],2,4.04,English
tenor,noun,90093,54,46734,1,P,tE-n@R,[CV][CVC],[tE][n@r*],2,1.55,English
assigned,verb,3973,53,2284,1,P,@-s2nd,[V][CVVCC],[@][saInd],2,12.12,English
blueprint,noun,8231,53,4454,1,P,blu-prInt,[CCVV][CCVCC],[blu:][prInt],2,1.24,English
comics,noun,16607,53,8569,1,P,kQ-mIks,[CV][CVCC],[kO][mIks],2,4.33,English
girlfriend,noun,37136,53,18969,1,P,g3l-frEnd,[CVVC][CCVCC],[g3:l][frEnd],2,76.1,English
handled,verb,39837,53,20301,1,P,h{n-dPd,[CVC][CSC],"[h&n][dl,d]",2,12.78,English
knack,noun,47978,53,24916,1,P,n{k,[CVC],[n&k],1,2.49,English
ow,verb,60885,53,31960,1,P,6,[VV],[aU],1,56.92,English
pageant,noun,61122,53,32085,2,P,p{-_@nt,[CV][CVCC],[p&][dZ@nt],2,4.78,English
robbers,noun,74904,53,39113,1,P,rQ-b@z,[CV][CVC],[rO][b@z],2,4.53,English
speck,noun,83896,53,43672,1,P,spEk,[CCVC],[spEk],1,1.86,English
stead,noun,85513,53,44447,1,P,stEd,[CCVC],[stEd],1,1.06,English
suspense,noun,88128,53,45751,1,P,s@-spEns,[CV][CCVCC],[s@][spEns],2,2.24,English
venue,noun,96146,53,50072,1,P,vE-nju,[CV][CCVV],[vE][nju:],2,1.43,English
adjust,verb,898,52,490,1,P,@-_Vst,[V][CVCC],[@][dZVst],2,5.63,English
basics,noun,5746,52,3245,1,P,b1-sIks,[CVV][CVCC],[beI][sIks],2,2.24,English
detect,verb,23601,52,12100,1,P,dI-tEkt,[CV][CVCC],[dI][tEkt],2,5.12,English
digs,noun,24161,52,12386,1,P,dIgz,[CVCC],[dIgz],1,2.96,English
downfall,noun,26357,52,13461,1,P,d6n-f$l,[CVVC][CVVC],[daUn][fO:l],2,1.25,English
drummer,noun,27079,52,13773,1,P,drV-m@R,[CCV][CVC],[drV][m@r*],2,3.67,English
gazette,noun,36552,52,18662,1,P,g@-zEt,[CV][CVC],[g@][zEt],2,1.43,English
homage,noun,41915,52,21410,1,P,hQ-mI_,[CV][CVC],[hO][mIdZ],2,1.31,English
precinct,noun,66845,52,35122,2,P,pri-sINkt,[CCVV][CVCCC],[pri:][sINkt],2,7.33,English
reins,noun,72573,52,37997,1,P,r1nz,[CVVCC],[reInz],1,1.45,English
schoolgirl,noun,77369,52,40353,1,P,skul-g3l,[CCVVC][CVVC],[sku:l][g3:l],2,1.88,English
scum,noun,77915,52,40599,1,P,skVm,[CCVC],[skVm],1,9.9,English
sentry,noun,78839,52,41150,1,P,sEn-trI,[CVC][CCV],[sEn][trI],2,1.37,English
tee,noun,89765,52,46564,1,P,ti,[CVV],[ti:],1,2.16,English
wrongs,noun,100153,52,52177,1,P,rQNz,[CVCC],[rONz],1,1.04,English
adapt,verb,755,51,418,1,P,@-d{pt,[V][CVCC],[@][d&pt],2,2.63,English
ark,noun,3492,51,2017,1,P,#k,[VVC],[A:k],1,3.9,English
ballroom,noun,5201,51,2971,2,P,b$l-rUm,[CVVC][CVC],[bO:l][rUm],2,4.31,English
bloodshed,noun,8024,51,4355,1,P,blVd-SEd,[CCVC][CVC],[blVd][SEd],2,1.96,English
classmates,noun,15024,51,7762,1,P,kl#s-m1ts,[CCVVC][CVVCC],[klA:s][meIts],2,2.63,English
libel,noun,49954,51,25894,1,P,l2-bP,[CVV][CS],"[laI][bl,]",2,1.1,English
moth,noun,56039,51,29191,1,P,mQT,[CVC],[mOT],1,2.27,English
orphans,noun,59926,51,31508,1,P,$-fHz,[VV][CSC],"[O:][fn,z]",2,3.78,English
slang,noun,81592,51,42507,1,P,sl{N,[CCVC],[sl&N],1,1.39,English
sunrise,noun,87700,51,45518,1,P,sVn-r2z,[CVC][CVVC],[sVn][raIz],2,6.06,English
tucked,verb,93641,51,48568,1,P,tVkt,[CVCC],[tVkt],1,3.1,English
blisters,noun,7914,50,4295,1,P,blI-st@z,[CCV][CCVC],[blI][st@z],2,1.37,English
breakup,noun,9649,50,5129,1,P,br1k-Vp,[CCVVC][VC],[breIk][Vp],2,2.92,English
clown,noun,15592,50,8031,1,P,kl6n,[CCVVC],[klaUn],1,15.82,English
crossword,noun,20575,50,10573,2,P,krQs-w3d,[CCVC][CVVC],[krOs][w3:d],2,1.75,English
crows,noun,20644,50,10586,1,P,kr5z,[CCVVC],[kr@Uz],1,2.76,English
crutch,noun,20756,50,10658,1,P,krVJ,[CCVC],[krVtS],1,1.31,English
doc,noun,25709,50,13138,1,P,dQk,[CVC],[dOk],1,80.82,English
gangster,noun,36242,50,18519,2,P,g{N-st@R,[CVC][CCVC],[g&N][st@r*],2,5.33,English
golfing,noun,37811,50,19281,1,P,gQl-fIN,[CVC][CVC],[gOl][fIN],2,1.55,English
