Form,transcription,englishName,language,englishPOS,ontologicalCategory,semanticField,languageFamily,alt_transcription,alt_form,phon,method
abattre,StandardOrth,cut down,French,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,abatr,epitran
talar,StandardOrth,cut down,Catalan,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,talaɾ,epitran
rebatre,StandardOrth,cut down,Catalan,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,ɾɛbatɾɛ,epitran
derrubar,StandardOrth,cut down,Portuguese,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,dɛʁubɐɾ,epitran
skära av,StandardOrth,cut down,Swedish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,sɕɛːrɑː ɑːv,epitran
klippa av,StandardOrth,cut down,Swedish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,klɪpɑː ɑːv,epitran
hugga ner,StandardOrth,cut down,Swedish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,hɵgɑː neːr,epitran
hacka ner,StandardOrth,cut down,Swedish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,hɐkɑː neːr,epitran
omzagen,StandardOrth,cut down,Dutch,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,ɔmzaːɣɛn,epitran
afmaken,StandardOrth,cut down,Dutch,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,ɑfmaːkɛn,epitran
omhakken,StandardOrth,cut down,Dutch,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,ɔmhɑkkɛn,epitran
fällen,StandardOrth,cut down,German,verb,Action/Process,Basic actions and technology,Indo-European,Original (M. R. Key),NA,felən,epitran
abschneiden,StandardOrth,cut down,German,verb,Action/Process,Basic actions and technology,Indo-European,Original (M. R. Key),NA,abʃnajeːdən,epitran
ścinać,StandardOrth,cut down,Polish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,ɕt͡ɕinat͡ɕ,epitran
ściąć,StandardOrth,cut down,Polish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,ɕt͡ɕɔɲt͡ɕ,epitran
лыг кæнын,CyrillTrans,cut,Ossetic,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,lɨɡ kənɨn,manual(w)
кæрдын,CyrillTrans,cut,Ossetic,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,kərdɨn,manual(w)
æргæвдын (убивать),CyrillTrans,cut,Ossetic,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,ərɡəvdɨn (ubivatь),manual(w)
tagliare,StandardOrth,cut,Italian,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,taʎare,epitran
couper,StandardOrth,cut,French,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,kupe,epitran
tallar,StandardOrth,cut,Catalan,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,taʎaɾ,epitran
cortar,StandardOrth,cut,Portuguese,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,koɾtɐɾ,epitran
tăia,StandardOrth,cut,Romanian,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,təia,epitran
skära,StandardOrth,cut,Swedish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,sɕɛːrɑː,epitran
klippa,StandardOrth,cut,Swedish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,klɪpɑː,epitran
hugga,StandardOrth,cut,Swedish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,hɵgɑː,epitran
snijden,StandardOrth,cut,Dutch,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,snɛjdɛn,epitran
houwen,StandardOrth,cut,Dutch,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,hɑwywɛn,epitran
schneiden,StandardOrth,cut,German,verb,Action/Process,Basic actions and technology,Indo-European,Original (M. R. Key),NA,ʃnajeːdən,epitran
krajać,StandardOrth,cut,Polish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,krajat͡ɕ,epitran
rżnąć,StandardOrth,cut,Polish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,rʐnɔɲt͡ɕ,epitran
ciąć,StandardOrth,cut,Polish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,t͡ɕɔɲt͡ɕ,epitran
rąbać,StandardOrth,cut,Polish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,rɔmbat͡ɕ,epitran
siec,StandardOrth,cut,Polish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,ɕɛt͡s,epitran
хойын,CyrillTrans,pound with fist,Ossetic,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,χojɨn,manual(w)
гуыпп-гуыпп кæнын,CyrillTrans,pound with fist,Ossetic,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,ɡuɨpp-ɡuɨpp kənɨn,manual(w)
picchiare,StandardOrth,pound with fist,Italian,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,pikːiare,epitran
marteler de ses poing,StandardOrth,pound with fist,French,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,martələr də sɛs pwaŋ,epitran
donar cops amb el puny,StandardOrth,pound with fist,Catalan,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,dɔnaɾ kɔps amb ɛl puɲ,epitran
bater com o punho,StandardOrth,pound with fist,Portuguese,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,bɐtɛɾ kom o puno,epitran
slå mot,StandardOrth,pound with fist,Swedish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,sloː muːt,epitran
dunka,StandardOrth,pound with fist,Swedish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,dɵnkɑː,epitran
banka,StandardOrth,pound with fist,Swedish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,bɐnkɑː,epitran
bulta,StandardOrth,pound with fist,Swedish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,bɵltɑː,epitran
hamra,StandardOrth,pound with fist,Swedish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,hɐmrɑː,epitran
vuistslag,StandardOrth,pound with fist,Dutch,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,vœɥstslɑx,epitran
schlagen,StandardOrth,pound with fist,German,verb,Action/Process,Basic actions and technology,Indo-European,Original (M. R. Key),NA,ʃlaːɡən,epitran
boxen,StandardOrth,pound with fist,German,verb,Action/Process,Basic actions and technology,Indo-European,Original (M. R. Key),NA,boksən,epitran
walić pięścią,StandardOrth,pound with fist,Polish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,valit͡ɕ pjɛ̃ɕt͡ɕɔ̃,epitran
нæмын,CyrillTrans,"strike (hit, beat)",Ossetic,verb,NA,NA,Indo-European,NA,NA,nəmɨn,manual(w)
цæвын,CyrillTrans,"strike (hit, beat)",Ossetic,verb,NA,NA,Indo-European,NA,NA,t͡səvɨn,manual(w)
colpire,StandardOrth,"strike (hit, beat)",Italian,verb,NA,NA,Indo-European,NA,NA,kolpire,epitran
frapper,StandardOrth,"strike (hit, beat)",French,verb,NA,NA,Indo-European,NA,NA,frape,epitran
battre,StandardOrth,"strike (hit, beat)",French,verb,NA,NA,Indo-European,NA,NA,batr,epitran
golpejar,StandardOrth,"strike (hit, beat)",Catalan,verb,NA,NA,Indo-European,NA,NA,ɡɔlpɛʒaɾ,epitran
bater,StandardOrth,"strike (hit, beat)",Portuguese,verb,NA,NA,Indo-European,NA,NA,bɐtɛɾ,epitran
golpear,StandardOrth,"strike (hit, beat)",Portuguese,verb,NA,NA,Indo-European,NA,NA,ɡolpɛɐɾ,epitran
lovi,StandardOrth,"strike (hit, beat)",Romanian,verb,NA,NA,Indo-European,NA,NA,lovi,epitran
bate,StandardOrth,"strike (hit, beat)",Romanian,verb,NA,NA,Indo-European,NA,NA,bate,epitran
slå,StandardOrth,"strike (hit, beat)",Swedish,verb,NA,NA,Indo-European,NA,NA,sloː,epitran
slaan,StandardOrth,"strike (hit, beat)",Dutch,verb,NA,NA,Indo-European,NA,NA,slaːn,epitran
schlagen,StandardOrth,"strike (hit, beat)",German,verb,NA,NA,Indo-European,Original (M. R. Key),NA,ʃlaːɡən,epitran
uderzyć,StandardOrth,"strike (hit, beat)",Polish,verb,NA,NA,Indo-European,NA,NA,udɛʐɨt͡ɕ,epitran
bić,StandardOrth,"strike (hit, beat)",Polish,verb,NA,NA,Indo-European,NA,NA,bit͡ɕ,epitran
razić,StandardOrth,"strike (hit, beat)",Polish,verb,NA,NA,Indo-European,NA,NA,raʑit͡ɕ,epitran
æлхынцъ,CyrillTrans,knot (noun),Ossetic,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,əlχɨnt͡sʼ,manual(w)
сыхуыл,CyrillTrans,knot (noun),Ossetic,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,sɨχuɨl,manual(w)
nodo,StandardOrth,knot (noun),Italian,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,nodo,epitran
noeud,StandardOrth,knot (noun),French,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,noey,epitran
nus,StandardOrth,knot (noun),Catalan,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,nus,epitran
nó,StandardOrth,knot (noun),Portuguese,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,nɔ,epitran
nod,StandardOrth,knot (noun),Romanian,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,nod,epitran
knut,StandardOrth,knot (noun),Swedish,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,knʉːt,epitran
knoop,StandardOrth,knot (noun),Dutch,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,knoːp,epitran
Knoten,StandardOrth,knot (noun),German,noun,Person/Thing,Basic actions and technology,Indo-European,Original (M. R. Key),NA,knoːtən,epitran
węzeł,StandardOrth,knot (noun),Polish,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,vɛ̃zɛw,epitran
бæндæн,CyrillTrans,"rope, cord",Ossetic,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,bəndən,manual(w)
синæг (тонкая),CyrillTrans,"rope, cord",Ossetic,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,sinəɡ (tonkaя),manual(w)
рæтæн (толстая),CyrillTrans,"rope, cord",Ossetic,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,rətən (tolstaя),manual(w)
corda,StandardOrth,"rope, cord",Italian,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,korda,epitran
corde,StandardOrth,"rope, cord",French,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,kɔrd,epitran
corda,StandardOrth,"rope, cord",Catalan,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,kɔɾda,epitran
corda,StandardOrth,"rope, cord",Portuguese,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,koɾdɐ,epitran
cordel,StandardOrth,"rope, cord",Portuguese,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,koɾdɛl,epitran
frînghie,StandardOrth,"rope, cord",Romanian,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,frɨnɡie,epitran
funie,StandardOrth,"rope, cord",Romanian,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,funie,epitran
şnur,StandardOrth,"rope, cord",Romanian,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,ʃnur,epitran
rep,StandardOrth,"rope, cord",Swedish,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,reːp,epitran
tåg,StandardOrth,"rope, cord",Swedish,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,toːɡ,epitran
lina,StandardOrth,"rope, cord",Swedish,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,liːnɑː,epitran
snöre,StandardOrth,"rope, cord",Swedish,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,snøːreː,epitran
touw,StandardOrth,"rope, cord",Dutch,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,tɑw,epitran
reep,StandardOrth,"rope, cord",Dutch,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,reːp,epitran
snoer,StandardOrth,"rope, cord",Dutch,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,snuːr,epitran
Seil,StandardOrth,"rope, cord",German,noun,Person/Thing,Basic actions and technology,Indo-European,Original (M. R. Key),NA,t͡sajl,epitran
tau,StandardOrth,"rope, cord",German,noun,Person/Thing,Basic actions and technology,Indo-European,Original (M. R. Key),NA,tawh,epitran
Strick,StandardOrth,"rope, cord",German,noun,Person/Thing,Basic actions and technology,Indo-European,Original (M. R. Key),NA,strik,epitran
Schnur,StandardOrth,"rope, cord",German,noun,Person/Thing,Basic actions and technology,Indo-European,Original (M. R. Key),NA,ʃnur,epitran
powróz,StandardOrth,"rope, cord",Polish,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,pɔvruz,epitran
sznur,StandardOrth,"rope, cord",Polish,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,ʂnur,epitran
lina,StandardOrth,"rope, cord",Polish,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,lina,epitran
рæхыс,CyrillTrans,chain,Ossetic,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,rəχɨs,manual(w)
catena,StandardOrth,chain,Italian,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,katena,epitran
chaîne,StandardOrth,chain,French,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,ʃɛn,epitran
cadena,StandardOrth,chain,Catalan,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,kadɛna,epitran
cadeia,StandardOrth,chain,Portuguese,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,kɐdɛjɐ,epitran
lanţ,StandardOrth,chain,Romanian,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,lant͡s,epitran
kedja,StandardOrth,chain,Swedish,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,ɕɛjɑː,epitran
keten,StandardOrth,chain,Dutch,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,keːtɛn,epitran
Kette,StandardOrth,chain,German,noun,Person/Thing,Basic actions and technology,Indo-European,Original (M. R. Key),NA,ketə,epitran
łańcuch,StandardOrth,chain,Polish,noun,Person/Thing,Basic actions and technology,Indo-European,NA,NA,waɲt͡sux,epitran
халын,CyrillTrans,untie,Ossetic,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,χalɨn,manual(w)
уæгъд кæнын,CyrillTrans,untie,Ossetic,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,wæʁd kənɨn,manual(w)
slegare,StandardOrth,untie,Italian,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,sleɡare,epitran
détacher,StandardOrth,untie,French,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,detaʃe,epitran
délier,StandardOrth,untie,French,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,delje,epitran
deslligar,StandardOrth,untie,Catalan,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,dɛsʎt͡ʃaɾ,epitran
desatar,StandardOrth,untie,Portuguese,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,dɛzɐtɐɾ,epitran
knyta upp,StandardOrth,untie,Swedish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,knyːtɑː ɵp,epitran
knyta loss,StandardOrth,untie,Swedish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,knyːtɑː lɔs,epitran
lossa,StandardOrth,untie,Swedish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,lɔsɑː,epitran
släppa loss,StandardOrth,untie,Swedish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,slɛpɑː lɔs,epitran
släppa lös,StandardOrth,untie,Swedish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,slɛpɑː løːs,epitran
ontbinden,StandardOrth,untie,Dutch,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,ɔntbɪndɛn,epitran
aufbinden,StandardOrth,untie,German,verb,Action/Process,Basic actions and technology,Indo-European,Original (M. R. Key),NA,awfbindən,epitran
lösen,StandardOrth,untie,German,verb,Action/Process,Basic actions and technology,Indo-European,Original (M. R. Key),NA,løoːsən,epitran
rozwiązać,StandardOrth,untie,Polish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,rɔzvjɔ̃zat͡ɕ,epitran
rozwiązywać,StandardOrth,untie,Polish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,rɔzvjɔ̃zɨvat͡ɕ,epitran
бæттын,CyrillTrans,"tie, bind",Ossetic,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,bəttɨn,manual(w)
legare,StandardOrth,"tie, bind",Italian,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,leɡare,epitran
attacher,StandardOrth,"tie, bind",French,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,ataʃe,epitran
lier,StandardOrth,"tie, bind",French,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,lje,epitran
lligar,StandardOrth,"tie, bind",Catalan,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,ʎt͡ʃaɾ,epitran
amarrar,StandardOrth,"tie, bind",Portuguese,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,ɐmɐʁɐɾ,epitran
atar,StandardOrth,"tie, bind",Portuguese,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,ɐtɐɾ,epitran
lega,StandardOrth,"tie, bind",Romanian,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,leɡa,epitran
binda,StandardOrth,"tie, bind",Swedish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,bɪndɑː,epitran
binden,StandardOrth,"tie, bind",Dutch,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,bɪndɛn,epitran
binden,StandardOrth,"tie, bind",German,verb,Action/Process,Basic actions and technology,Indo-European,Original (M. R. Key),NA,bindən,epitran
wiązać,StandardOrth,"tie, bind",Polish,verb,Action/Process,Basic actions and technology,Indo-European,NA,NA,vjɔ̃zat͡ɕ,epitran
