Form,transcription,alt_form,alt_transcription,language,english.name,ontological.category,has.phon
time,StandardOrth,NA,NA,English,time,Person/Thing,NA
tijd,StandardOrth,NA,NA,Dutch,time,Person/Thing,NA
Zeit,StandardOrth,NA,Original (M. R. Key),German,time,Person/Thing,FALSE
(Weile),StandardOrth,NA,Original (M. R. Key),German,time,Person/Thing,FALSE
czas (doba),StandardOrth,NA,NA,Polish,time,Person/Thing,NA
æртæ хатты,CyrillTrans,NA,NA,Ossetic,three times,Other,NA
tre volte,StandardOrth,NA,NA,Italian,three times,Other,NA
trois fois,StandardOrth,NA,NA,French,three times,Other,NA
tres vegades,StandardOrth,NA,NA,Catalan,three times,Other,NA
três vezes,StandardOrth,NA,NA,Portuguese,three times,Other,NA
de trei orĭ,StandardOrth,NA,NA,Romanian,three times,Other,NA
tre gange,StandardOrth,NA,NA,Danish,three times,Other,NA
tre gånger,StandardOrth,NA,NA,Swedish,three times,Other,NA
three times,StandardOrth,NA,NA,English,three times,Other,NA
driemaal,StandardOrth,NA,NA,Dutch,three times,Other,NA
dreimal,StandardOrth,NA,Original (M. R. Key),German,three times,Other,FALSE
trzy razy,StandardOrth,NA,NA,Polish,three times,Other,NA
trzykroć,StandardOrth,NA,NA,Polish,three times,Other,NA
trzykrotnie,StandardOrth,NA,NA,Polish,three times,Other,NA
æртыккаг,CyrillTrans,NA,NA,Ossetic,third,Other,NA
æтыккæгæм,CyrillTrans,NA,NA,Ossetic,third,Other,NA
terzo,StandardOrth,NA,NA,Italian,third,Other,NA
troisième,StandardOrth,NA,NA,French,third,Other,NA
tercer,StandardOrth,NA,NA,Catalan,third,Other,NA
terceiro,StandardOrth,NA,NA,Portuguese,third,Other,NA
al treilea,StandardOrth,NA,NA,Romanian,third,Other,NA
tredje,StandardOrth,NA,NA,Danish,third,Other,NA
tredje,StandardOrth,NA,NA,Swedish,third,Other,NA
third,StandardOrth,NA,NA,English,third,Other,NA
derde,StandardOrth,NA,NA,Dutch,third,Other,NA
dritte,StandardOrth,NA,Original (M. R. Key),German,third,Other,FALSE
trzeci,StandardOrth,NA,NA,Polish,third,Other,NA
дыууæ хатты,CyrillTrans,NA,NA,Ossetic,two times,Other,NA
due volte,StandardOrth,NA,NA,Italian,two times,Other,NA
deux fois,StandardOrth,NA,NA,French,two times,Other,NA
dues vegades,StandardOrth,NA,NA,Catalan,two times,Other,NA
duas vezes,StandardOrth,NA,NA,Portuguese,two times,Other,NA
to gange,StandardOrth,NA,NA,Danish,two times,Other,NA
två gånger,StandardOrth,NA,NA,Swedish,two times,Other,NA
two times,StandardOrth,NA,NA,English,two times,Other,NA
tweemaal,StandardOrth,NA,NA,Dutch,two times,Other,NA
zweimal,StandardOrth,NA,Original (M. R. Key),German,two times,Other,FALSE
dwa razy,StandardOrth,NA,NA,Polish,two times,Other,NA
дыууæ,CyrillTrans,NA,NA,Ossetic,pair,Person/Thing,NA
фæлыст,CyrillTrans,NA,NA,Ossetic,pair,Person/Thing,NA
къай (двое),CyrillTrans,NA,NA,Ossetic,pair,Person/Thing,NA
paio,StandardOrth,NA,NA,Italian,pair,Person/Thing,NA
coppia,StandardOrth,NA,NA,Italian,pair,Person/Thing,NA
couple,StandardOrth,NA,NA,French,pair,Person/Thing,NA
paire,StandardOrth,NA,NA,French,pair,Person/Thing,NA
parell,StandardOrth,NA,NA,Catalan,pair,Person/Thing,NA
par,StandardOrth,NA,NA,Portuguese,pair,Person/Thing,NA
par,StandardOrth,NA,NA,Danish,pair,Person/Thing,NA
par,StandardOrth,NA,NA,Swedish,pair,Person/Thing,NA
pair,StandardOrth,NA,NA,English,pair,Person/Thing,NA
paar,StandardOrth,NA,NA,Dutch,pair,Person/Thing,NA
ein paar,StandardOrth,NA,Original (M. R. Key),German,pair,Person/Thing,FALSE
para,StandardOrth,NA,NA,Polish,pair,Person/Thing,NA
дыккаг,CyrillTrans,NA,NA,Ossetic,second,Other,NA
дыккæгæм,CyrillTrans,NA,NA,Ossetic,second,Other,NA
secondo,StandardOrth,NA,NA,Italian,second,Other,NA
deuxième,StandardOrth,NA,NA,French,second,Other,NA
segon,StandardOrth,NA,NA,Catalan,second,Other,NA
segundo,StandardOrth,NA,NA,Portuguese,second,Other,NA
anden,StandardOrth,NA,NA,Danish,second,Other,NA
andra,StandardOrth,NA,NA,Swedish,second,Other,NA
som tvåa,StandardOrth,NA,NA,Swedish,second,Other,NA
second,StandardOrth,NA,NA,English,second,Other,NA
tweede,StandardOrth,NA,NA,Dutch,second,Other,NA
zweite,StandardOrth,NA,Original (M. R. Key),German,second,Other,FALSE
drugi,StandardOrth,NA,NA,Polish,second,Other,NA
фæстаг,CyrillTrans,NA,NA,Ossetic,last,Other,NA
ultimo,StandardOrth,NA,NA,Italian,last,Other,NA
dernier,StandardOrth,NA,NA,French,last,Other,NA
últim,StandardOrth,NA,NA,Catalan,last,Other,NA
último,StandardOrth,NA,NA,Portuguese,last,Other,NA
ultim,StandardOrth,NA,NA,Romanian,last,Other,NA
sidst,StandardOrth,NA,NA,Danish,last,Other,NA
sist,StandardOrth,NA,NA,Swedish,last,Other,NA
last,StandardOrth,NA,NA,English,last,Other,NA
laatste,StandardOrth,NA,NA,Dutch,last,Other,NA
letzte,StandardOrth,NA,Original (M. R. Key),German,last,Other,FALSE
ostatni,StandardOrth,NA,NA,Polish,last,Other,NA
фыццаг,CyrillTrans,NA,NA,Ossetic,first,Other,NA
primo,StandardOrth,NA,NA,Italian,first,Other,NA
premier,StandardOrth,NA,NA,French,first,Other,NA
primer,StandardOrth,NA,NA,Catalan,first,Other,NA
primeiro,StandardOrth,NA,NA,Portuguese,first,Other,NA
prim (întîiŭ),StandardOrth,NA,NA,Romanian,first,Other,NA
først,StandardOrth,NA,NA,Danish,first,Other,NA
först,StandardOrth,NA,NA,Swedish,first,Other,NA
first,StandardOrth,NA,NA,English,first,Other,NA
eerste,StandardOrth,NA,NA,Dutch,first,Other,NA
erste,StandardOrth,NA,Original (M. R. Key),German,first,Other,FALSE
pierwszy,StandardOrth,NA,NA,Polish,first,Other,NA
иунæг,CyrillTrans,NA,NA,Ossetic,"alone, only",Other,NA
айдагъ,CyrillTrans,NA,NA,Ossetic,"alone, only",Other,NA
solo,StandardOrth,NA,NA,Italian,"alone, only",Other,NA
soltanto,StandardOrth,NA,NA,Italian,"alone, only",Other,NA
seul,StandardOrth,NA,NA,French,"alone, only",Other,NA
seulement,StandardOrth,NA,NA,French,"alone, only",Other,NA
sol,StandardOrth,NA,NA,Catalan,"alone, only",Other,NA
només,StandardOrth,NA,NA,Catalan,"alone, only",Other,NA
só,StandardOrth,NA,NA,Portuguese,"alone, only",Other,NA
somente,StandardOrth,NA,NA,Portuguese,"alone, only",Other,NA
singur,StandardOrth,NA,NA,Romanian,"alone, only",Other,NA
unic,StandardOrth,NA,NA,Romanian,"alone, only",Other,NA
numai,StandardOrth,NA,NA,Romanian,"alone, only",Other,NA
alene,StandardOrth,NA,NA,Danish,"alone, only",Other,NA
eneste,StandardOrth,NA,NA,Danish,"alone, only",Other,NA
kun,StandardOrth,NA,NA,Danish,"alone, only",Other,NA
blot,StandardOrth,NA,NA,Danish,"alone, only",Other,NA
ensam,StandardOrth,NA,NA,Swedish,"alone, only",Other,NA
allena,StandardOrth,NA,NA,Swedish,"alone, only",Other,NA
ende,StandardOrth,NA,NA,Swedish,"alone, only",Other,NA
enda,StandardOrth,NA,NA,Swedish,"alone, only",Other,NA
bara,StandardOrth,NA,NA,Swedish,"alone, only",Other,NA
allenast,StandardOrth,NA,NA,Swedish,"alone, only",Other,NA
blott,StandardOrth,NA,NA,Swedish,"alone, only",Other,NA
endast,StandardOrth,NA,NA,Swedish,"alone, only",Other,NA
alone,StandardOrth,NA,NA,English,"alone, only",Other,NA
only,StandardOrth,NA,NA,English,"alone, only",Other,NA
alleen,StandardOrth,NA,NA,Dutch,"alone, only",Other,NA
enig,StandardOrth,NA,NA,Dutch,"alone, only",Other,NA
slechts,StandardOrth,NA,NA,Dutch,"alone, only",Other,NA
allein,StandardOrth,NA,Original (M. R. Key),German,"alone, only",Other,FALSE
einzig,StandardOrth,NA,Original (M. R. Key),German,"alone, only",Other,FALSE
nur,StandardOrth,NA,Original (M. R. Key),German,"alone, only",Other,FALSE
bloss,StandardOrth,NA,Original (M. R. Key),German,"alone, only",Other,FALSE
sam,StandardOrth,NA,NA,Polish,"alone, only",Other,NA
jedyny,StandardOrth,NA,NA,Polish,"alone, only",Other,NA
tylko,StandardOrth,NA,NA,Polish,"alone, only",Other,NA
jeno,StandardOrth,NA,NA,Polish,"alone, only",Other,NA
æрдæг,CyrillTrans,NA,NA,Ossetic,half,Person/Thing,NA
æмбис,CyrillTrans,NA,NA,Ossetic,half,Person/Thing,NA
metà,StandardOrth,NA,NA,Italian,half,Person/Thing,NA
moitié,StandardOrth,NA,NA,French,half,Person/Thing,NA
meitat,StandardOrth,NA,NA,Catalan,half,Person/Thing,NA
metade,StandardOrth,NA,NA,Portuguese,half,Person/Thing,NA
jumătate (sb.),StandardOrth,NA,NA,Romanian,half,Person/Thing,NA
halv,StandardOrth,NA,NA,Danish,half,Person/Thing,NA
halv,StandardOrth,NA,NA,Swedish,half,Person/Thing,NA
half,StandardOrth,NA,NA,English,half,Person/Thing,NA
half,StandardOrth,NA,NA,Dutch,half,Person/Thing,NA
helft,StandardOrth,NA,NA,Dutch,half,Person/Thing,NA
halb,StandardOrth,NA,Original (M. R. Key),German,half,Person/Thing,FALSE
Hälfte,StandardOrth,NA,Original (M. R. Key),German,half,Person/Thing,FALSE
połowiczny,StandardOrth,NA,NA,Polish,half,Person/Thing,NA
pół,StandardOrth,NA,NA,Polish,half,Person/Thing,NA
połowa,StandardOrth,NA,NA,Polish,half,Person/Thing,NA
къæртт,CyrillTrans,NA,NA,Ossetic,"part, piece",Person/Thing,NA
хай,CyrillTrans,NA,NA,Ossetic,"part, piece",Person/Thing,NA
фарк,CyrillTrans,NA,NA,Ossetic,"part, piece",Person/Thing,NA
гæппæл,CyrillTrans,NA,NA,Ossetic,"part, piece",Person/Thing,NA
гæбаз,CyrillTrans,NA,NA,Ossetic,"part, piece",Person/Thing,NA
лыггаг,CyrillTrans,NA,NA,Ossetic,"part, piece",Person/Thing,NA
карст,CyrillTrans,NA,NA,Ossetic,"part, piece",Person/Thing,NA
кæрдих,CyrillTrans,NA,NA,Ossetic,"part, piece",Person/Thing,NA
pezzo,StandardOrth,NA,NA,Italian,"part, piece",Person/Thing,NA
morceau,StandardOrth,NA,NA,French,"part, piece",Person/Thing,NA
partie,StandardOrth,NA,NA,French,"part, piece",Person/Thing,NA
troç,StandardOrth,NA,NA,Catalan,"part, piece",Person/Thing,NA
parte,StandardOrth,NA,NA,Portuguese,"part, piece",Person/Thing,NA
pedaço,StandardOrth,NA,NA,Portuguese,"part, piece",Person/Thing,NA
peça,StandardOrth,NA,NA,Portuguese,"part, piece",Person/Thing,NA
parte,StandardOrth,NA,NA,Romanian,"part, piece",Person/Thing,NA
del,StandardOrth,NA,NA,Danish,"part, piece",Person/Thing,NA
del,StandardOrth,NA,NA,Swedish,"part, piece",Person/Thing,NA
part,StandardOrth,NA,NA,English,"part, piece",Person/Thing,NA
piece,StandardOrth,NA,NA,English,"part, piece",Person/Thing,NA
deel,StandardOrth,NA,NA,Dutch,"part, piece",Person/Thing,NA
stuk,StandardOrth,NA,NA,Dutch,"part, piece",Person/Thing,NA
Teil,StandardOrth,NA,Original (M. R. Key),German,"part, piece",Person/Thing,FALSE
Stück,StandardOrth,NA,Original (M. R. Key),German,"part, piece",Person/Thing,FALSE
część,StandardOrth,NA,NA,Polish,"part, piece",Person/Thing,NA
dział,StandardOrth,NA,NA,Polish,"part, piece",Person/Thing,NA
афтид,CyrillTrans,NA,NA,Ossetic,empty,Property,NA
ривад,CyrillTrans,NA,NA,Ossetic,empty,Property,NA
æвдæлон,CyrillTrans,NA,NA,Ossetic,empty,Property,NA
тутт,CyrillTrans,NA,NA,Ossetic,empty,Property,NA
æнæапп,CyrillTrans,NA,NA,Ossetic,empty,Property,NA
vuoto,StandardOrth,NA,NA,Italian,empty,Property,NA
vide,StandardOrth,NA,NA,French,empty,Property,NA
buit,StandardOrth,NA,NA,Catalan,empty,Property,NA
vazio,StandardOrth,NA,NA,Portuguese,empty,Property,NA
gol,StandardOrth,NA,NA,Romanian,empty,Property,NA
deşert,StandardOrth,NA,NA,Romanian,empty,Property,NA
tom,StandardOrth,NA,NA,Danish,empty,Property,NA
tom,StandardOrth,NA,NA,Swedish,empty,Property,NA
empty,StandardOrth,NA,NA,English,empty,Property,NA
ledig,StandardOrth,NA,NA,Dutch,empty,Property,NA
leeg,StandardOrth,NA,NA,Dutch,empty,Property,NA
leer,StandardOrth,NA,Original (M. R. Key),German,empty,Property,FALSE
próżny,StandardOrth,NA,NA,Polish,empty,Property,NA
pusty,StandardOrth,NA,NA,Polish,empty,Property,NA
дзаг,CyrillTrans,NA,NA,Ossetic,full,Property,NA
йедзаг,CyrillTrans,NA,NA,Ossetic,full,Property,NA
æххæст,CyrillTrans,NA,NA,Ossetic,full,Property,NA
бынтон,CyrillTrans,NA,NA,Ossetic,full,Property,NA
æнæхъæн,CyrillTrans,NA,NA,Ossetic,full,Property,NA
pieno,StandardOrth,NA,NA,Italian,full,Property,NA
plein,StandardOrth,NA,NA,French,full,Property,NA
ple,StandardOrth,NA,NA,Catalan,full,Property,NA
cheio,StandardOrth,NA,NA,Portuguese,full,Property,NA
plin,StandardOrth,NA,NA,Romanian,full,Property,NA
fuld,StandardOrth,NA,NA,Danish,full,Property,NA
full,StandardOrth,NA,NA,Swedish,full,Property,NA
full,StandardOrth,NA,NA,English,full,Property,NA
vol,StandardOrth,NA,NA,Dutch,full,Property,NA
voll,StandardOrth,NA,Original (M. R. Key),German,full,Property,FALSE
pełny,StandardOrth,NA,NA,Polish,full,Property,NA
całkowity,StandardOrth,NA,NA,Polish,full,Property,NA
бирæ,CyrillTrans,NA,NA,Ossetic,"multitude, crowd",NA,NA
хæрх,CyrillTrans,NA,NA,Ossetic,"multitude, crowd",NA,NA
moltitudine,StandardOrth,NA,NA,Italian,"multitude, crowd",NA,NA
folla,StandardOrth,NA,NA,Italian,"multitude, crowd",NA,NA
foule,StandardOrth,NA,NA,French,"multitude, crowd",NA,NA
multitud,StandardOrth,NA,NA,Catalan,"multitude, crowd",NA,NA
multidão,StandardOrth,NA,NA,Portuguese,"multitude, crowd",NA,NA
mulţine,StandardOrth,NA,NA,Romanian,"multitude, crowd",NA,NA
gloată,StandardOrth,NA,NA,Romanian,"multitude, crowd",NA,NA
mængde,StandardOrth,NA,NA,Danish,"multitude, crowd",NA,NA
mängd,StandardOrth,NA,NA,Swedish,"multitude, crowd",NA,NA
hop,StandardOrth,NA,NA,Swedish,"multitude, crowd",NA,NA
multitude,StandardOrth,NA,NA,English,"multitude, crowd",NA,NA
crowd,StandardOrth,NA,NA,English,"multitude, crowd",NA,NA
menigte,StandardOrth,NA,NA,Dutch,"multitude, crowd",NA,NA
gedrang,StandardOrth,NA,NA,Dutch,"multitude, crowd",NA,NA
Menge,StandardOrth,NA,Original (M. R. Key),German,"multitude, crowd",NA,FALSE
Gedränge,StandardOrth,NA,Original (M. R. Key),German,"multitude, crowd",NA,FALSE
mnóstwo,StandardOrth,NA,NA,Polish,"multitude, crowd",NA,NA
tłum,StandardOrth,NA,NA,Polish,"multitude, crowd",NA,NA
ciżba,StandardOrth,NA,NA,Polish,"multitude, crowd",NA,NA
mrowie,StandardOrth,NA,NA,Polish,"multitude, crowd",NA,NA
цалдæр,CyrillTrans,NA,NA,Ossetic,some,Other,NA
чысыл (немного,CyrillTrans,NA,NA,Ossetic,some,Other,NA
чуть-чуть),CyrillTrans,NA,NA,Ossetic,some,Other,NA
alcuni,StandardOrth,NA,NA,Italian,some,Other,NA
qualche,StandardOrth,NA,NA,Italian,some,Other,NA
un peu,StandardOrth,NA,NA,French,some,Other,NA
algun,StandardOrth,NA,NA,Catalan,some,Other,NA
alguns,StandardOrth,NA,NA,Portuguese,some,Other,NA
noget,StandardOrth,NA,NA,Danish,some,Other,NA
någorlunda,StandardOrth,NA,NA,Swedish,some,Other,NA
en del,StandardOrth,NA,NA,Swedish,some,Other,NA
some,StandardOrth,NA,NA,English,some,Other,NA
beetje,StandardOrth,NA,NA,Dutch,some,Other,NA
einige,StandardOrth,NA,Original (M. R. Key),German,some,Other,FALSE
niektóre,StandardOrth,NA,NA,Polish,some,Other,NA
kilka,StandardOrth,NA,NA,Polish,some,Other,NA
trochę,StandardOrth,NA,NA,Polish,some,Other,NA
niewiele,StandardOrth,NA,NA,Polish,some,Other,NA
чысыл,CyrillTrans,NA,NA,Ossetic,"little (quantity), few",Other,NA
гыццыл,CyrillTrans,NA,NA,Ossetic,"little (quantity), few",Other,NA
мæнкъи,CyrillTrans,NA,NA,Ossetic,"little (quantity), few",Other,NA
цъус,CyrillTrans,NA,NA,Ossetic,"little (quantity), few",Other,NA
poco,StandardOrth,NA,NA,Italian,"little (quantity), few",Other,NA
peu,StandardOrth,NA,NA,French,"little (quantity), few",Other,NA
poc,StandardOrth,NA,NA,Catalan,"little (quantity), few",Other,NA
pouco,StandardOrth,NA,NA,Portuguese,"little (quantity), few",Other,NA
poucos,StandardOrth,NA,NA,Portuguese,"little (quantity), few",Other,NA
puţin,StandardOrth,NA,NA,Romanian,"little (quantity), few",Other,NA
lidt,StandardOrth,NA,NA,Danish,"little (quantity), few",Other,NA
få,StandardOrth,NA,NA,Danish,"little (quantity), few",Other,NA
litet,StandardOrth,NA,NA,Swedish,"little (quantity), few",Other,NA
få,StandardOrth,NA,NA,Swedish,"little (quantity), few",Other,NA
inte mycket,StandardOrth,NA,NA,Swedish,"little (quantity), few",Other,NA
inte många,StandardOrth,NA,NA,Swedish,"little (quantity), few",Other,NA
little,StandardOrth,NA,NA,English,"little (quantity), few",Other,NA
few,StandardOrth,NA,NA,English,"little (quantity), few",Other,NA
weinig,StandardOrth,NA,NA,Dutch,"little (quantity), few",Other,NA
wenig,StandardOrth,NA,Original (M. R. Key),German,"little (quantity), few",Other,FALSE
mało,StandardOrth,NA,NA,Polish,"little (quantity), few",Other,NA
niewiele,StandardOrth,NA,NA,Polish,"little (quantity), few",Other,NA
trochę,StandardOrth,NA,NA,Polish,"little (quantity), few",Other,NA
æгъгъæд,CyrillTrans,NA,NA,Ossetic,enough,Other,NA
фаг,CyrillTrans,NA,NA,Ossetic,enough,Other,NA
abbastanza,StandardOrth,NA,NA,Italian,enough,Other,NA
assez,StandardOrth,NA,NA,French,enough,Other,NA
prou,StandardOrth,NA,NA,Catalan,enough,Other,NA
bastante,StandardOrth,NA,NA,Portuguese,enough,Other,NA
suficiente,StandardOrth,NA,NA,Portuguese,enough,Other,NA
destul,StandardOrth,NA,NA,Romanian,enough,Other,NA
nok,StandardOrth,NA,NA,Danish,enough,Other,NA
nog,StandardOrth,NA,NA,Swedish,enough,Other,NA
enough,StandardOrth,NA,NA,English,enough,Other,NA
genoeg,StandardOrth,NA,NA,Dutch,enough,Other,NA
genug,StandardOrth,NA,Original (M. R. Key),German,enough,Other,FALSE
dość,StandardOrth,NA,NA,Polish,enough,Other,NA
dosyć,StandardOrth,NA,NA,Polish,enough,Other,NA
стырдæр,CyrillTrans,NA,NA,Ossetic,more,Other,NA
дынджырдæр,CyrillTrans,NA,NA,Ossetic,more,Other,NA
фылдæр (об много),CyrillTrans,NA,NA,Ossetic,more,Other,NA
più,StandardOrth,NA,NA,Italian,more,Other,NA
ancora più,StandardOrth,NA,NA,Italian,more,Other,NA
encore,StandardOrth,NA,NA,French,more,Other,NA
plus,StandardOrth,NA,NA,French,more,Other,NA
més,StandardOrth,NA,NA,Catalan,more,Other,NA
mais,StandardOrth,NA,NA,Portuguese,more,Other,NA
mai mult,StandardOrth,NA,NA,Romanian,more,Other,NA
mer,StandardOrth,NA,NA,Danish,more,Other,NA
flere,StandardOrth,NA,NA,Danish,more,Other,NA
mer,StandardOrth,NA,NA,Swedish,more,Other,NA
fler,StandardOrth,NA,NA,Swedish,more,Other,NA
flera,StandardOrth,NA,NA,Swedish,more,Other,NA
more,StandardOrth,NA,NA,English,more,Other,NA
meer,StandardOrth,NA,NA,Dutch,more,Other,NA
mehr,StandardOrth,NA,Original (M. R. Key),German,more,Other,FALSE
więcej,StandardOrth,NA,NA,Polish,more,Other,NA
бирæ,CyrillTrans,NA,NA,Ossetic,"much, many",Other,NA
molto,StandardOrth,NA,NA,Italian,"much, many",Other,NA
beaucoup,StandardOrth,NA,NA,French,"much, many",Other,NA
molt,StandardOrth,NA,NA,Catalan,"much, many",Other,NA
muito,StandardOrth,NA,NA,Portuguese,"much, many",Other,NA
muitos,StandardOrth,NA,NA,Portuguese,"much, many",Other,NA
mult,StandardOrth,NA,NA,Romanian,"much, many",Other,NA
megen,StandardOrth,NA,NA,Danish,"much, many",Other,NA
mange,StandardOrth,NA,NA,Danish,"much, many",Other,NA
mycket,StandardOrth,NA,NA,Swedish,"much, many",Other,NA
många,StandardOrth,NA,NA,Swedish,"much, many",Other,NA
much,StandardOrth,NA,NA,English,"much, many",Other,NA
many,StandardOrth,NA,NA,English,"much, many",Other,NA
veel,StandardOrth,NA,NA,Dutch,"much, many",Other,NA
vele,StandardOrth,NA,NA,Dutch,"much, many",Other,NA
menige,StandardOrth,NA,NA,Dutch,"much, many",Other,NA
viel,StandardOrth,NA,Original (M. R. Key),German,"much, many",Other,FALSE
wiele,StandardOrth,NA,NA,Polish,"much, many",Other,NA
dużo,StandardOrth,NA,NA,Polish,"much, many",Other,NA
алцы,CyrillTrans,NA,NA,Ossetic,"every, all",Other,NA
алцыдæр,CyrillTrans,NA,NA,Ossetic,"every, all",Other,NA
æппæт,CyrillTrans,NA,NA,Ossetic,"every, all",Other,NA
æппæт,CyrillTrans,NA,NA,Ossetic,"every, all",Other,NA
æппæтдæр,CyrillTrans,NA,NA,Ossetic,"every, all",Other,NA
иууыл (дæр),CyrillTrans,NA,NA,Ossetic,"every, all",Other,NA
ogni,StandardOrth,NA,NA,Italian,"every, all",Other,NA
tutto,StandardOrth,NA,NA,Italian,"every, all",Other,NA
chaque,StandardOrth,NA,NA,French,"every, all",Other,NA
tous,StandardOrth,NA,NA,French,"every, all",Other,NA
tot,StandardOrth,NA,NA,Catalan,"every, all",Other,NA
cada,StandardOrth,NA,NA,Catalan,"every, all",Other,NA
cadascun,StandardOrth,NA,NA,Catalan,"every, all",Other,NA
cada,StandardOrth,NA,NA,Portuguese,"every, all",Other,NA
tudo,StandardOrth,NA,NA,Portuguese,"every, all",Other,NA
fiecare,StandardOrth,NA,NA,Romanian,"every, all",Other,NA
tot,StandardOrth,NA,NA,Romanian,"every, all",Other,NA
tofĭ,StandardOrth,NA,NA,Romanian,"every, all",Other,NA
hver,StandardOrth,NA,NA,Danish,"every, all",Other,NA
en-hver,StandardOrth,NA,NA,Danish,"every, all",Other,NA
al,StandardOrth,NA,NA,Danish,"every, all",Other,NA
alle,StandardOrth,NA,NA,Danish,"every, all",Other,NA
var,StandardOrth,NA,NA,Swedish,"every, all",Other,NA
varje,StandardOrth,NA,NA,Swedish,"every, all",Other,NA
alla,StandardOrth,NA,NA,Swedish,"every, all",Other,NA
every,StandardOrth,NA,NA,English,"every, all",Other,NA
all,StandardOrth,NA,NA,English,"every, all",Other,NA
